original_sentence   edited_sentence
Organic chemistry - Computer programming - Computer imaging	Organic chemistry - Computer programming - Computer imaging - Cookbook
Some simple examples of functions have been listed below .	Some more simple examples of functions have been listed below .
They consist of multiplying , dividing , adding or subtracting constants to either the argument or the output .	They consist of multiplying , dividing , adding or subtracting constants to either the argument or diminish the output .
Here are a few basic examples where a is any postive constant :	Here are a few basic examples where a is any positive constant :
If any vertical line ever touches the relation for more than one value , then the expression is not a function	If any vertical line ever touches the graph at more than one point , then the equation is not a function
This is called composition , and is discussed next .	This is called composition , and is discussed later .
They consist of multiplying , dividing , adding or subtracting constants to either the argument or the output .	They consist of multiplying , dividing , adding or subtracting constants to either the input or the output .
Multiplying by a constant is known as Dilation and adding a constant is called Translation .	Multiplying by a constant is called dilation and adding a constant is called translation .
For instance , although	For instance ,
For example , the squaring function gives an output value 16 when the input is 4 , and the output is 1 when the input is 1 .	For example , the squaring function gives the output value 16 when the input is 4 , and the output is 1 when the input is 1 .
You feed machines raw materials , and the machine changes the raw materials into a finished product based on a specific set of instructions .	You feed the machine raw materials , and the machine changes the raw materials into a finished product based on a specific set of instructions .
However , there is one particular way to combine functions which cannot be done with other variables .	However , there is one particular way to combine functions which cannot be done with variables .
two ways that the problem will probably be worded :	two ways that the problem will likely be worded :
thus proving the complete equivalence of the two forms of the dot product quoted above .	which proves the complete equivalence of the two forms of the dot product quoted above .
Introductory Physics , figure 2.6 Copyright 1998 , 2000 , 2001 , 2003 David J. Raymond , under GNU FDL	Introductory Physics , figure 2.7 Copyright 1998 , 2000 , 2001 , 2003 David J. Raymond , under GNU FDL
Introductory Physics , figure 2.8 Copyright 1998 , 2000 , 2001 , 2003 David J. Raymond , under GNU FDL	Introductory Physics , figure 2.9 Copyright 1998 , 2000 , 2001 , 2003 David J. Raymond , under GNU FDL
Introductory Physics , figure 2.10 Copyright 1998 , 2000 , 2001 , 2003 David J. Raymond , under GNU FDL	Introductory Physics , figure 2.11 Copyright 1998 , 2000 , 2001 , 2003 David J. Raymond , under GNU FDL
